"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"11:23:30.5227317 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.5227390 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_URI_DISABLECACHE","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5227796 PM","charles.exe","1800","RegQueryKey","HKCR\batfile\shell\open","SUCCESS","Query: Name"
"11:23:30.5227902 PM","charles.exe","1800","RegQueryKey","HKCR\batfile\shell\open","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5228052 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Classes\batfile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"11:23:30.5228167 PM","charles.exe","1800","RegQueryValue","HKCR\batfile\shell\open\NoSmartScreen","NAME NOT FOUND","Length: 12"
"11:23:30.5228623 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"11:23:30.5233232 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: Name"
"11:23:30.5233424 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7B8A2D94-0AC9-11D1-896C-00C04FB6BFC4}","SUCCESS","Desired Access: Read"
"11:23:30.5233568 PM","charles.exe","1800","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5233682 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5233758 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5233856 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: Name"
"11:23:30.5234270 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"11:23:30.5234374 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\(Default)","BUFFER OVERFLOW","Length: 12"
"11:23:30.5234466 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\(Default)","SUCCESS","Type: REG_SZ, Length: 34, Data: Security Manager"
"11:23:30.5234635 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5234714 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32","SUCCESS","Desired Access: Read"
"11:23:30.5234824 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"11:23:30.5234908 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"11:23:30.5234993 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 62, Data: C:\Windows\SysWOW64\urlmon.dll"
"11:23:30.5235083 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"11:23:30.5235214 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32","SUCCESS",""
"11:23:30.5235326 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5235402 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5235670 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5235747 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5235861 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS",""
"11:23:30.5236115 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"11:23:30.5236186 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: Name"
"11:23:30.5236358 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7B8A2D94-0AC9-11D1-896C-00C04FB6BFC4}","SUCCESS","Desired Access: Read"
"11:23:30.5236464 PM","charles.exe","1800","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5236570 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5236646 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5236736 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: Name"
"11:23:30.5236857 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"11:23:30.5236943 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\(Default)","BUFFER OVERFLOW","Length: 12"
"11:23:30.5237028 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\(Default)","SUCCESS","Type: REG_SZ, Length: 34, Data: Security Manager"
"11:23:30.5237151 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5237226 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32","SUCCESS","Desired Access: Read"
"11:23:30.5237352 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"11:23:30.5237437 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"11:23:30.5237522 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 62, Data: C:\Windows\SysWOW64\urlmon.dll"
"11:23:30.5237612 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"11:23:30.5237720 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocServer32","SUCCESS",""
"11:23:30.5237830 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5237905 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5238026 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5238100 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5238223 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5238297 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\LocalServer32","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5238390 PM","charles.exe","1800","RegQueryValue","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\AppID","NAME NOT FOUND","Length: 112"
"11:23:30.5238509 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5238587 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\LocalServer","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5238709 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"11:23:30.5238777 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: Name"
"11:23:30.5238999 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7B8A2D94-0AC9-11D1-896C-00C04FB6BFC4}","SUCCESS","Desired Access: Read"
"11:23:30.5239101 PM","charles.exe","1800","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5239204 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5239294 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\Elevation","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5239401 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS",""
"11:23:30.5239483 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS",""
"11:23:30.5239619 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"11:23:30.5239686 PM","charles.exe","1800","RegQueryKey","HKCR","SUCCESS","Query: Name"
"11:23:30.5239882 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7B8A2D94-0AC9-11D1-896C-00C04FB6BFC4}","SUCCESS","Desired Access: Read"
"11:23:30.5239979 PM","charles.exe","1800","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5240083 PM","charles.exe","1800","RegQueryKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"11:23:30.5240157 PM","charles.exe","1800","RegOpenKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5240254 PM","charles.exe","1800","RegCloseKey","HKCR\WOW6432Node\CLSID\{7b8a2d94-0ac9-11d1-896c-00c04Fb6bfc4}","SUCCESS",""
"11:23:30.5240794 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5240865 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5241036 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\","REPARSE","Desired Access: Query Value"
"11:23:30.5241137 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","Desired Access: Query Value"
"11:23:30.5241241 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5241324 PM","charles.exe","1800","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Security_HKLM_only","NAME NOT FOUND","Length: 16"
"11:23:30.5241427 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS",""
"11:23:30.5241571 PM","charles.exe","1800","RegQueryKey","HKCU\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.5241659 PM","charles.exe","1800","RegOpenKey","HKCU\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_IGNORE_POLICIES_ZONEMAP_IF_ESC_ENABLED_KB918915","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5241790 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.5241866 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_IGNORE_POLICIES_ZONEMAP_IF_ESC_ENABLED_KB918915","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5242019 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5242085 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5242291 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains\","REPARSE","Desired Access: Read"
"11:23:30.5242388 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5242546 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5242612 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5242762 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains\","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5242900 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5242965 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5243128 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains\","REPARSE","Desired Access: Read"
"11:23:30.5243219 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5243358 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5243423 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5243533 PM","charles.exe","1800","RegOpenKey","HKLM\ZoneMap\Ranges\","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5243699 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5243766 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5243889 PM","charles.exe","1800","RegOpenKey","HKCU\ZoneMap\Ranges\","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5244012 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5244076 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5244184 PM","charles.exe","1800","RegOpenKey","HKLM\ZoneMap\Ranges\","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5244479 PM","charles.exe","1800","RegQueryKey","HKCU\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.5244558 PM","charles.exe","1800","RegOpenKey","HKCU\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONES_CHECK_ZONEMAP_POLICY_KB941001","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5244686 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"11:23:30.5244760 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONES_CHECK_ZONEMAP_POLICY_KB941001","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5244888 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5244953 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5245086 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies","REPARSE","Desired Access: Read"
"11:23:30.5245179 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Read"
"11:23:30.5245519 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\Policies","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5245626 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5245693 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5245824 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies","SUCCESS","Desired Access: Read"
"11:23:30.5245912 PM","charles.exe","1800","RegSetInfoKey","HKCU\SOFTWARE\Policies","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5246010 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5246076 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5246197 PM","charles.exe","1800","RegOpenKey","HKCU\Software","SUCCESS","Desired Access: Read"
"11:23:30.5246316 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5246380 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5246506 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node","SUCCESS","Desired Access: Read"
"11:23:30.5246666 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5246731 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5246889 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","REPARSE","Desired Access: Query Value"
"11:23:30.5246980 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","Desired Access: Query Value"
"11:23:30.5247074 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5247145 PM","charles.exe","1800","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","Query: Cached, SubKeys: 1, Values: 1"
"11:23:30.5247249 PM","charles.exe","1800","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS",""
"11:23:30.5247357 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5247422 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5247583 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","REPARSE","Desired Access: Query Value"
"11:23:30.5247715 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5247864 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5247930 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5248070 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","Desired Access: Query Value"
"11:23:30.5248165 PM","charles.exe","1800","RegSetInfoKey","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5248238 PM","charles.exe","1800","RegQueryKey","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS","Query: Cached, SubKeys: 2, Values: 0"
"11:23:30.5248333 PM","charles.exe","1800","RegCloseKey","HKCU\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","SUCCESS",""
"11:23:30.5248441 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5248507 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5248646 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","NAME NOT FOUND","Desired Access: Query Value"
"11:23:30.5248810 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5248877 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5249027 PM","charles.exe","1800","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"11:23:30.5249249 PM","charles.exe","1800","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5249361 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5249427 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5249594 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\","SUCCESS","Desired Access: Read"
"11:23:30.5249716 PM","charles.exe","1800","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"11:23:30.5249824 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5249891 PM","charles.exe","1800","RegQueryKey","HKCU","SUCCESS","Query: Name"
"11:23:30.5250029 PM","charles.exe","1800","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5250159 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5250224 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
"11:23:30.5250612 PM","charles.exe","1800","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\","REPARSE","Desired Access: Read"
"11:23:30.5250712 PM","charles.exe","1800","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","NAME NOT FOUND","Desired Access: Read"
"11:23:30.5250864 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"11:23:30.5250931 PM","charles.exe","1800","RegQueryKey","HKLM","SUCCESS","Query: Name"
